ip_location,content,contained_keywords,has_keyword,negative_sentiment_score
,【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动。http://t.cn/A66jZ3Wn,[],False,0.3665539622306824
,懒人避开所以运动。[允悲] ,[],False,0.12302601337432861
,【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动。http://t.cn/A66jZ3Wn,[],False,0.3665539622306824
发布于 江苏,"双香礼盒🌟上线

体香 是人格的表达
清新干净的伪体香和夏季更配哦 ",[],False,0.03338909149169922
发布于 韩国,"#EXO新歌live舞台#今天日本粉丝见面会上EXO新歌《Let Me In》live唱得超棒的舞台
歌曲很难唱但地人们的live果然是信听🥹
+p3~4 今日份游戏中的美貌 ",[],False,0.22592824697494507
发布于 广东,#王者荣耀钎城[超话]##李现和钎城伪装切磋功夫#有机会再比试比试[作揖] ,[],False,0.3258274793624878
发布于 湖南,"#想再去一次的城市#

趁#超级红人节#待在长沙转悠了几天，觉得自己还会再来的。尤其是见到了很热情的小伙伴们，很开心的旅程。（ps：晚间文和友真的人潮汹涌[失望]）

而你想再去的城市有哪些呢?
又有哪些攻略可以推荐的呢?
#暖春心动季# ",['长沙'],True,0.06568127870559692
发布于 北京,今日天气晴[太阳]#主打一个日常感# ,[],False,0.28140902519226074
发布于 北京,"生日快乐呀张哥！二十岁，一个非常重要的时刻！也许是我们经常待在一起，特别是这段时间，几乎每天都能见到，所以当聊到你二十岁时，我还是有点感慨的，因为在我眼里，我们小张还是个可爱的小孩，开朗勇敢，善良纯粹。
祝你的二十岁闪亮发光，继续从身边每一件事情、每一个细节中，源源不断地吸取能量，收获暖意！",[],False,0.09307503700256348
,睡眠严重不足的情况下 千万不要再强制让自己兴奋（比如高强度运动 喝兴奋饮料等）要休息 否则后果很可怕 不信的话去查查那些猝死的案例你就知道了 保重身体 健康第一 ,[],False,0.09477418661117554
,#谢坤看见# http://t.cn/A66jZ3Wn 【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动,[],False,0.1881481409072876
,【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动。http://t.cn/A66jZ3Wn,[],False,0.3665539622306824
,"之前每次晚睡
或者早上状态迷迷糊糊甚乏 比如说一直打哈欠停不下来
每天早九十点钟跑步起身下楼都觉得自己要猝死了 或者怀疑自己跑着跑着会不会直接倒地 ",[],False,0.3228997588157654
,说实话，很多人都是在疲劳状态下坚持运动。上班一天了，就想着多运动，锻炼身体。殊不知，这时候身体器官超负荷运转，具有一定风险。 吃饱喝足、精神状态好了，就可以开始运动了[哈哈] ,[],False,0.008396446704864502
,【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动。http://t.cn/A66jZ3Wn,[],False,0.3665539622306824
,"
运动分两种，锻炼和训练。

如果是前者，只是为了强身健体，
真的不建议在疲劳下还坚持运动。

因为身体处于一个疲劳的状态，
动作很容易变形，
极大的提高了受伤的风险。
当然这里的疲劳，
不仅仅是跑累了，
还有可能是前一天没睡好，
或者工作强度大的时候，
那个时候需要的是好好休息，
而不是坚持运动。

如果是后者，不仅仅是强身健体，
还想要提升运动表现，
那就需要分情况而定了。

因为很多时候的训练，
身体都是处于一个未完全恢复的状态，
疲劳的持续累积，
以及这个状态下的训练强度分布，
都是有很多讲究的，
既需要最大程度的避免受伤，
又要控制合理的强度来刺激身体，
这样才可以通过训练和超量恢复，
达到一个提升能力的目的。

总结一下，
无论专家怎么说，
一定要根据自己的实际情况来判断，
全盘接受和全盘分定都不太行，
反复思考和不断优化，
才是寻找适合自己的途径。
#微博新知博主##信口开合#",[],False,0.0785786509513855
,【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动。http://t.cn/A66jZ3Wn,[],False,0.3665539622306824
,是啊  ,[],False,0.3750370144844055
,【#疲劳状态下可以健身吗#？不建议】 下班后走进健身房活动活动、出出汗，是不少上班族青睐的生活方式。不少健身爱好者认为，白天工作再累也是脑力劳动，不会影响下班后锻炼。医生表示，在疲劳状态下坚持运动，非但达不到锻炼效果，反而会增加受伤的风险。提醒：如果身体出现不适，一定要及时停止运动。http://t.cn/A66jZ3Wn,[],False,0.3665539622306824
,"以前，我们认为运动可以让身体更健康，其实，运动还能锻炼大脑，改造心智与智商，让我们更聪明、更快乐、更幸福！

这本书以详实的科学论据和实践案例给“四肢发达，头脑简单”这句话猛击一掌。

它告诉我们，运动不仅仅是健体，运动更为重要的是健脑！运动可以让注意力更加集中，运动可以让思维更加敏捷，运动可以让决策更加缜密，运动可以延缓脑细胞衰老。可以说，运动让人“四肢发达”，更会让人“头脑睿智”！
#宝藏好书种草计划#",[],False,0.030058622360229492
