keywords,score
生逢伟大时代是人生之幸,0.00946033000946045
什么是猴痘,0.993536114692688
厦门航空回应网传90后飞行员跳楼,0.9941667318344116
各地高考防疫政策汇总,0.011851370334625244
专家不建议年轻人掏空六个钱包凑首付,0.9925360679626465
长沙市民起诉LV专柜售假获三倍赔偿并退货,0.9856511950492859
建议专家不要建议,0.019760191440582275
胡一天好帅,0.008532047271728516
宋亚轩被吴彤传染成了宋呀轩,0.012919485569000244
余生请多指教520很甜,0.008591115474700928
长沙警方通报男童被公交撞倒身亡,0.9938884377479553
黑帮少爷爱上我,0.010130584239959717
刘畊宏的520礼物是钻戒,0.009857535362243652
三个少年,0.17507070302963257
北京未参加核酸筛查病例感到后悔,0.9941332936286926
俄方在亚速钢铁厂内发现乌军遗留的孙子兵法,0.009938597679138184
出现在16楼窗外的狗,0.9128227233886719
15岁少年沉迷游戏直播打赏主播80万,0.9940155744552612
哈利波特,0.008829951286315918
心梗前身体向你发出的3个求救信号,0.9941190481185913
小肚腩算是碰到克星了,0.9923156499862671
宇宙少女舞台,0.011778652667999268
余生请多指教二轮上星,0.008539915084838867
萧北辰一集叫了林杭景六遍嫂子,0.009396731853485107
epic,0.008639276027679443
司机回应从山体滑坡中拔出4名学生,0.9940494298934937
原神2.7版本,0.008728623390197754
为给孩子喂一口饭妈妈等了18年,0.9922854900360107
原来狗狗也喜欢惊喜,0.008573055267333984
吴尊友解读为何不断从社会层面查出感染者,0.014446914196014404
学生要高考老师竟漏报名,0.994021475315094
传家,0.008687794208526611
张杰为谢娜新综艺乘风破浪打call,0.9932409524917603
韩庚说我真的栓Q了,0.01074516773223877
Queendom2,0.00961834192276001
中国三名裁判入选卡塔尔世界杯裁判名单,0.009250819683074951
水晶哥预测MSI对抗赛,0.00914674997329712
广西抓捕毒贩现场,0.992202639579773
医院回应男子体检报告单查出子宫,0.9939597845077515
北京昨日检测出1管十混一阳性,0.9941476583480835
年轻人能有多懒,0.9941297769546509
吴谨言是秦岚向日葵吧,0.009193599224090576
朱七七沈浪世纪合体,0.008825838565826416
重生之门,0.008640110492706299
小米一季度净利润同比下降52.9%,0.9902687072753906
人生第二次寻子母亲群像好催泪,0.9941919445991516
茅台冰激凌39元一份,0.0102003812789917
来自生活的小惊喜有多治愈,0.00882643461227417
夜宵就是要吃螺蛳粉,0.013453125953674316
爱尔眼科广告配文称近视有罪,0.9940547347068787
别人的3岁vs我的3岁,0.010245025157928467
刘畊宏直播,0.008746325969696045
HYBE再为金佳蓝发声,0.00960993766784668
许正清 手表,0.008519172668457031
志愿者画插画致敬抗疫工作者,0.009761214256286621
张歆艺说520单身的跟我看乘风破浪,0.021184325218200684
花椰菜,0.9798974394798279
张大仙说XYG的瓜不好吃,0.994145393371582
女子举报就诊被医生诱骗保持不当关系,0.9941909909248352
写没头脑和不高兴的爷爷100岁了,0.9941064119338989
女孩骑摩托车帮消防车开路,0.01134037971496582
4AM吃鸡,0.008676886558532715
庄文杰溺水,0.9834311604499817
电视剧欢迎光临,0.008878588676452637
新白娘子传奇开播三十周年,0.010571062564849854
洛阳博物馆里的马很绿,0.013079047203063965
张靓颖微博直播,0.008439481258392334
年轻人为了偷懒有多拼,0.993411123752594
闪亮的日子第二番嘉宾阵容,0.008519530296325684
美的集团回应裁员,0.9914942979812622
熊猫荡秋千翻车现场,0.027621865272521973
专家称买房比租房划算,0.009134113788604736
北方早餐有多硬核,0.04693883657455444
庄文杰听我说谢谢你,0.008471131324768066
小米发布2022一季度财报,0.009811699390411377
废墟上的寻子之家终于铺上了红地毯,0.9940037131309509
倡导简约适度绿色低碳的生活方式,0.009611546993255615
管控区出生4天婴儿需就医三分钟送达,0.013972878456115723
金佳蓝校暴受害者发声,0.9941835999488831
重庆10元打工人盒饭,0.013328135013580322
双芯会成为行业标配吗,0.009537041187286377
夜宵就是要吃螺蛳粉,0.013453125953674316
vivo发布会,0.008499622344970703
小布什谈俄乌冲突口误说成伊拉克,0.9922072291374207
多地拟将试管婴儿费用纳入医保,0.9835873246192932
萧敬腾 四川,0.9924851059913635
许正清果然是先生,0.008471965789794922
大乔挚爱花嫁技能特效优化,0.009004414081573486
突然觉得李易峰配不上自己,0.993159294128418
北京坚定不移推进社会面动态清零行动,0.010631978511810303
浙江拟提高0至6岁婴幼儿医保报销比例,0.012775182723999023
四川一司机从泥中拔出4名学生,0.023269057273864746
那些听一遍就爱上的音乐现场,0.009013593196868896
杨迪一起露营吧看羌族小煞名场面,0.9869120121002197
北京社会面筛查2例感染者,0.014516830444335938
超九成毕业生免押金后仍按时交房租,0.021002352237701416
没人能拒绝这样的毕业设计,0.012489676475524902
萌探探探案,0.0256081223487854
大妈替儿子表白女车长遗憾被拒,0.9938474297523499
42年前东风五号发射现场珍贵画面,0.008932173252105713
热心大哥免费为滞留旅客送饭,0.03035658597946167
Scout的招牌佐伊,0.0115584135055542
小鹏汽车被曝毁约20余名应届生,0.9939716458320618
国宝幼崽这一跤也摔太远了,0.9940816760063171
洛阳早半年买房月供竟多出1200元,0.012567877769470215
丈夫隐瞒乙肝病史妻子起诉要赔偿被驳,0.9941028952598572
国货雪糕越来越健康,0.008907496929168701
杭州地铁1号线全线恢复通车,0.008461952209472656
哪吒之魔童闹海立项,0.9939291477203369
北京市新增本土感染者64例,0.9925634264945984
香蕉娱乐推出首个嘻哈女团,0.009590506553649902
女生主动的爱情能有多甜,0.009644269943237305
腾讯回应没有获得首批游戏版号,0.795005202293396
3岁萌娃练书法半年能写上百字,0.009027242660522461
重庆一小区天降菜刀险伤人,0.9941840767860413
外交部回应美方倡议台湾参加世卫大会,0.05368363857269287
两个人的小森林官博回应,0.2779881954193115
1根跳绳就能高效燃脂,0.008538961410522461
100种实用表白技巧,0.008545756340026855
北京理工大学房山分校发生疫情,0.9937393665313721
俄在乌发现可喷洒药剂的无人机,0.021503686904907227
殷桃新剧女人万岁海报,0.01665353775024414
福星小子新作动画,0.01510542631149292
女生校园摆摊肩颈按摩4元一次,0.01577472686767578
WB全员许愿整活,0.011239111423492432
长月烬明,0.010648667812347412
河南村镇银行取款难背后,0.9940279722213745
二十四味董思怡演的夏语冰是古代搞笑女吧,0.009817779064178467
成都火锅巴士即将上线,0.008730769157409668
几个小巧思让你有效送礼,0.008803367614746094
papi酱说不要对职场妈妈过度照顾,0.011282563209533691
北京疫情防控第339场新闻发布会,0.0357246994972229
你愿意花时间教老年人用手机吗,0.9939435124397278
北京理工大学房山分校升为中风险,0.9922777414321899
乘风破浪乘风发布人谢娜,0.9939379692077637
学生拍毕业照遇洒水车喷出一道彩虹,0.016471505165100098
且试天下官博,0.008665025234222412
专家称今年6到10月是购房好时机,0.009411931037902832
久酷,0.008606374263763428
88岁奶奶每天对监控给孙女开吃播,0.015846073627471924
哪吒续集备案,0.9937897324562073
马斯克称中国经济规模将达美国两三倍,0.00864255428314209
北京房山新增25例本土感染者,0.014840185642242432
异地恋里的分寸感有多重要,0.017178118228912354
粉丝不满经纪公司偷改艺人航班,0.9942003488540649
王刚的刀功教学,0.00864863395690918
老年人感染奥密克戎病死率是普通流感近百倍,0.9940922856330872
老师背着黑板去给83名残疾学生上课,0.9941404461860657
安乐传,0.008365392684936523
小朋友深夜拨打119求充话费,0.9937970638275146
与病毒昼夜赛跑的疾控人,0.9941790103912354
成人和小孩海姆立克急救法做法不同,0.012600421905517578
小伙为起床定多个闹钟导致情绪焦虑,0.9941232800483704
北京疫情防控第339场新闻发布会,0.0357246994972229
孙怡萌探2孙尚香造型,0.008682966232299805
徐梦桃王心迪套圈式爱情,0.012114405632019043
儿子卡喉幸好爸爸会海姆立克法,0.009465813636779785
且试天下,0.008682608604431152
孩子捡到20元带字纸币报警解救11人,0.011181771755218506
新疆喀纳斯湖再现不明生物,0.99418044090271
都是辉夜大小姐惹的祸,0.9941205382347107
你有起床拖延症吗,0.9939751029014587
谁能抵挡立麦的魅力,0.009792983531951904
市监局回应顾客在海底捞吃河豚中毒,0.994118332862854
余霜说为LPL发声是本职和本心,0.01040184497833252
不能露脸的缉毒英雄,0.014983773231506348
美国在台湾问题上实际行动与表态大相径庭,0.9942017197608948
徐梦桃首支单曲我是第一预告,0.00877833366394043
你心中爱的味道是什么,0.008819162845611572
一个博物院就是一所大学校,0.008441925048828125
陈赫退出福建贤合庄股东,0.9931558966636658
萌探探探案,0.0256081223487854
Uzi直播预告,0.09585326910018921
四六级,0.008579373359680176
刘耀文萌探2高马尾造型路透,0.008989930152893066
苹果武汉直营店5月21日开业,0.008829176425933838
男子被毒蛇咬伤两地交警接力送医,0.9938439130783081
彭佳慧确诊新冠,0.008628129959106445
上海拟从5月22日起逐步恢复跨区公共交通,0.00903850793838501
真实的缉毒现场有多惊心动魄,0.012260138988494873
白鹿宁安如梦开机,0.008951723575592041
你多久换一次电脑,0.009463489055633545
哆啦A梦剧场版首发中文预告,0.010845959186553955
陈伟霆录一起露营吧没化妆,0.9940218329429626
机械动力学家黄文虎院士逝世,0.9670358896255493
