keywords,score
中国空间站等你来出差,0.016610682010650635
央行已上缴6000亿结存利润,0.9895589351654053
选秀艺人刘某以诈骗罪被判3年4个月,0.9941418766975403
23条金融举措出台,0.009416580200195312
合肥 疫情防控,0.010793566703796387
小红书崩了,0.9941601753234863
且试天下 古偶,0.008694827556610107
雷神4首支预告,0.011433780193328857
原来同居久了真的会被同化,0.07359963655471802
俩6岁孩子33层扔下推车水桶,0.9588537812232971
航空新城疫情,0.994163453578949
中戏成绩,0.009312033653259277
杨洋赵露思打戏,0.014955461025238037
男生照顾瘫痪同学10年将共战高考,0.9938490986824036
以岭药业靠连花清瘟9个月营收33亿,0.015171468257904053
俄专家称美国是俄乌冲突的唯一获益方,0.011653125286102295
月亮,0.008348524570465088
成都街边15元自助餐有多绝,0.008595108985900879
恰似故人归不够看,0.9937518239021301
感觉背都展开了的瘦背训练,0.011506259441375732
声生不息定档,0.01016455888748169
李准基确诊新冠,0.008617937564849854
俄罗斯举行红场阅兵彩排,0.009100079536437988
广州卫健委表示本次疫情传播链条清晰,0.010180532932281494
张真源中国原创话剧邀请展视频,0.008529484272003174
谷歌地图开放俄军事设施高分辨率卫星图,0.0093955397605896
且试天下配音,0.009129106998443604
演出经纪人员或将接受继续教育,0.011273324489593506
美国正沦为人权遭受系统性侵犯的国家,0.9941831231117249
安徽一高校给百名贫困学子悄悄打钱,0.99277663230896
主播未来会不会失业,0.02061384916305542
祝卿好,0.008388698101043701
任素汐方一诺下跪,0.053347766399383545
千万别轻易尝试冻水果,0.05530405044555664
借肩膀给睡着农民工靠的男子回应,0.9925835132598877
第一次见这么有创意的设计,0.008811712265014648
被一只小狗整破防了,0.9936560392379761
知网涨价是否伤害了科研环境,0.990536630153656
江苏快递投递量恢复至疫情前五成,0.01112973690032959
男友帮你改论文是什么体验,0.9918609857559204
章子怡发文给汪峰新歌飞鸟打call,0.9896224737167358
原唱听了都要沉默一会,0.012594878673553467
武契奇回应塞航受炸弹威胁,0.9940651655197144
何炅在历届快男见证过的名场面,0.01077127456665039
妈妈独自输液3胞胎儿子陆续赶来,0.9882814288139343
遵义蓝天救援队队长邹鑫救援时遇难,0.9938242435455322
